# Dados DNS Gerados
# Total de domínios: 10000
# Formato: domínio -> ip1,ip2,ip3...

style-foundation.org -> 21.47.80.160
westhannah.edu -> 94.231.170.122
carrysociety.net -> 106.128.67.53,134.117.52.230
code-student.gov -> 63.153.49.19,45.103.89.107
ontosociety.info -> 65.41.13.57
nicolestadcity.net -> 139.46.134.241
portbrycechester.org -> 78.130.23.218
camera-foundation.com -> 3.242.9.190
mlevening.org -> 199.181.226.37
portnatalieview-online.net -> 211.85.33.164
williamsshahandlloyd.com -> 203.78.50.251
theresa-harrington.com -> 134.133.1.130
williamsgarciaandsot.com -> 219.146.138.199
eric936.com -> 31.242.209.174,179.45.107.30,109.209.221.203
loriville.com -> 168.224.210.210,194.6.190.228
portlisa-city.com -> 42.245.244.14,87.213.255.73,189.71.192.32
crystalbury.net -> 110.191.95.201,162.53.57.138
gutierrezchester.com -> 219.147.167.213
southdustintown-online.com -> 178.58.2.84
westleroyburgh.org -> 28.149.163.32
katherine.keller.com -> 131.179.39.253,192.229.218.76
kindml.com -> 51.122.7.71
newtonblankenshipand.com -> 126.75.49.120,156.142.92.128
newclaudia.com -> 156.76.21.146,153.227.107.229
institute-stand.edu -> 98.105.137.77,85.104.85.5
higgins319.gov -> 217.21.239.226,100.207.239.198
petersonreidandjohns.com -> 216.71.48.161,116.220.242.97
hendersonwagnerandde.com -> 171.9.253.152
cyberproduct.net -> 9.251.35.92,71.251.230.157,16.42.181.74
long-ai.com -> 47.28.55.242,163.189.204.206,50.53.212.89
lakenicholas-online.org -> 179.94.4.219
dev-generation.com -> 11.20.180.211,174.227.224.59
cloudlook.info -> 91.62.138.51
millerton-city.com -> 40.82.245.28,30.70.249.235
bankcenter.com -> 57.198.183.121
hansenmaxwellandwigg.com -> 155.25.89.103,198.253.82.144
jessica-butler.org -> 106.8.179.38
dawsonanderson.com -> 135.142.67.200,157.37.205.215
johnsonmoore.com -> 2.121.157.207,154.38.211.236
breakassociation.com -> 82.136.166.233,73.207.189.189
westkevinstadlocal.com -> 63.25.103.114,73.36.197.173
bowersgroup.com -> 83.135.206.111,214.230.11.23,99.233.12.166
northamyland-region.org -> 221.92.198.144
timothycollins.net -> 26.207.114.176,191.53.16.101
dev-they.com -> 180.63.249.238
sound-code.biz -> 93.127.250.102
contrerashernandez.org -> 178.219.171.21,166.141.214.111
digital-impact.org -> 118.83.139.241
williams143.info -> 156.91.176.45,178.213.60.163
mannplc.net -> 147.196.42.184,2.126.192.155
quickly-data.com -> 2.197.11.131,202.27.18.89
susan-boyd.com -> 176.152.229.101,75.128.234.115,203.99.49.248
society-stop.biz -> 103.198.228.23
romanplc.org -> 34.225.3.20,16.190.146.147
samuelchester.edu -> 84.79.254.106
scottville.net -> 192.106.195.17,43.176.217.4,120.183.143.46
classfoundation.edu -> 58.16.209.40
northchristinaregion.com -> 33.189.44.59
cybersell.org -> 88.244.197.176,73.30.18.223
robert-nguyen.edu -> 39.189.233.75
brettallen.org -> 143.34.171.161
ml-mind.biz -> 14.41.40.205
stacy658.edu -> 58.13.138.115,65.217.154.103,46.245.154.129
westangelashireregion.com -> 143.195.164.146,180.4.174.50
ashleymouth-region.com -> 77.5.112.29
westamberonline.com -> 107.236.46.114,7.99.216.83
williamsmouth-city.info -> 203.202.12.64,138.182.97.160
browngroup.biz -> 125.0.233.8,171.133.70.246
foundation-have.com -> 170.217.220.56,146.1.1.19
stevenson749.biz -> 1.153.237.69,71.222.218.198,174.60.84.161
society-unit.com -> 26.47.139.189,218.246.222.53,156.249.85.67
sanchezbird.com -> 61.109.90.53,202.168.43.140
sloanandsons.org -> 128.33.139.231,128.70.28.115
lakeglennsidecity.com -> 223.165.178.125
medinacobb.com -> 132.246.35.129,7.143.184.214
remember-ai.com -> 88.22.141.61,174.221.29.36,32.138.35.193
capital-center.com -> 22.44.251.40,23.22.178.183,184.255.13.188
responseassociation.com -> 219.115.69.19,98.108.232.221
lindsey-walker.edu -> 192.119.59.96,95.138.167.220
west-society.com -> 141.97.171.155
account-center.org -> 99.43.47.59
foundation-bring.com -> 223.206.240.213
newjameslocal.com -> 181.157.238.170,72.53.48.89,180.19.233.254
eventinstitute.com -> 205.210.223.103,216.199.75.118
abbottinc.com -> 199.129.126.222
erin.ware.edu -> 91.85.215.244,131.81.184.86,169.169.88.10
soft-lay.com -> 171.160.164.19,125.221.200.233
tyler-holmes.com -> 78.94.255.117
ramirezgroup.com -> 13.15.83.189,76.116.117.178
web-good.net -> 65.159.177.156,196.231.11.6,192.246.63.189
eastjamesmouth-local.org -> 38.48.194.170
institute-ahead.gov -> 16.196.204.255
person-cyber.biz -> 165.89.77.156,170.253.21.211
wellsllc.com -> 174.171.48.108,11.201.179.184
society-yet.info -> 92.16.221.240,190.73.94.127,133.121.102.131
askcenter.edu -> 220.19.158.245
pamelaland-region.net -> 177.251.236.26,222.36.50.18
westcherylchesterlocal.com -> 67.146.16.13,3.45.254.169
melissamorales.org -> 154.79.151.243,112.43.113.197,30.218.205.5
hobbsharvey.com -> 33.169.134.207,26.128.144.3
digitalpeople.net -> 96.210.78.244
larsoninc.com -> 140.100.46.61
lakewilliamlocal.org -> 62.207.63.4,190.58.92.199
sanchezinc.com -> 83.242.89.143,150.229.69.148
mlforeign.gov -> 137.81.234.55,108.240.84.149
playercenter.org -> 55.154.233.24
web-across.org -> 67.126.175.145,44.129.140.226
deep-center.net -> 140.225.118.206
petersonltd.com -> 30.244.245.218
schwartzchristianand.com -> 51.45.41.253,42.98.203.158,66.179.70.177
tyler452.biz -> 142.188.207.49
code-man.com -> 143.76.22.129,26.155.197.144
surfaceapp.info -> 182.145.243.156,32.110.48.82
smithhoward.com -> 2.145.209.210
fill-society.gov -> 27.132.96.96
hesterandsons.info -> 97.100.166.250,116.49.37.181
institute-serve.com -> 107.239.120.57
gonzalezandsons.com -> 170.103.158.104,72.200.153.25,39.26.29.197
cloud-ground.com -> 206.112.201.201,27.212.24.160
guerreropugh.com -> 193.222.16.75
unit-dev.com -> 135.149.101.6
andradeandsons.org -> 163.17.32.103,13.252.243.33,59.125.150.0
sanchezwilliamsandje.com -> 98.90.124.123,165.62.46.4,116.123.46.36
turnfoundation.net -> 95.75.159.103
jasonmiller.biz -> 18.19.112.163,110.53.184.244
society-society.org -> 219.249.252.226
stonewhite.gov -> 191.119.43.96,191.213.86.20
thomas.perkins.com -> 130.87.186.95,102.207.223.92,23.128.20.30
randytorres.net -> 213.7.219.221,206.254.43.255
data-environmental.biz -> 5.19.27.197
societyfoundation.net -> 92.114.198.108
bellsilvaandmarshall.com -> 155.69.66.193,29.215.22.28
richardsonfortregion.gov -> 56.120.195.237,92.68.159.210
westdeanna.com -> 37.70.88.79
kirbyhunt.com -> 145.176.242.67,211.38.42.222,87.14.31.10
paynellc.com -> 98.162.73.66,116.100.52.242
thorntonandsons.com -> 198.97.108.226
acrossfoundation.org -> 185.4.224.94,175.59.1.85,204.24.90.41
valdezhays.edu -> 201.151.11.160
aidrive.com -> 115.91.165.233
mattersociety.com -> 119.127.243.195,190.195.204.80
latoyamouth-local.edu -> 171.183.21.129,189.93.178.243,101.230.98.184
johnsontaylorandruss.org -> 32.158.157.183
cochranflowers.com -> 58.211.79.70,57.208.203.1,185.150.160.196
johnson379.com -> 162.57.229.89
westashley.com -> 166.65.17.142,192.109.17.176,200.65.60.255
lopezville.com -> 60.229.244.104,147.127.79.179
jacksonltd.com -> 4.65.168.58,175.232.174.26,76.188.101.54
southjustinbury-city.org -> 36.122.139.0,27.203.255.213,58.75.140.238
apiinclude.com -> 105.197.155.115,90.199.72.46
paulfurt-region.com -> 202.105.183.180
harrellllc.org -> 31.49.101.224,108.247.11.136
newjenniferonline.edu -> 22.116.89.75
techaccount.com -> 199.228.54.238,89.141.24.250,143.204.58.132
murphycarrollandhenr.org -> 17.64.46.188,185.54.146.196,157.52.32.177
isabellaport.com -> 43.53.68.228,43.126.53.42
rachel.quinn.com -> 21.222.198.158
cloudsay.com -> 153.47.241.219,130.203.102.14,114.134.227.240
khanmedina.org -> 132.69.136.14
save-web.org -> 182.243.192.123,221.41.48.206,199.62.17.240
hometech.net -> 70.187.255.200,13.55.89.141,42.140.185.84
johnnyhunter.com -> 18.87.158.18
lowe456.org -> 26.255.62.116,182.56.141.223
industry-institute.com -> 80.9.236.160
sysbuilding.com -> 136.188.25.0
ai-general.com -> 157.182.50.241,18.46.255.186
christopher951.com -> 190.1.213.8
apichallenge.org -> 24.238.186.245,170.174.174.232,170.102.237.111
gregorymartinez.org -> 181.99.248.85
chris114.com -> 137.210.226.230
letinstitute.org -> 45.221.246.8,182.234.214.0,17.135.55.161
southhannahmouthlocal.biz -> 64.76.113.128,88.39.63.144,183.253.138.100
kerrgonzalez.com -> 65.201.214.80,197.89.53.26
lori606.com -> 70.46.191.50,162.175.165.246
jennifer254.org -> 13.59.248.177,44.33.139.248,153.72.186.46
martinezboroughlocal.gov -> 84.178.14.255,110.111.41.209
stewartpriceandellis.com -> 81.210.63.236,151.157.94.35
northnicolechester-online.com -> 63.249.13.180,196.104.65.210
herreramooneyandjeff.com -> 105.132.18.224
tinafurtonline.net -> 136.129.242.217,52.89.146.34,192.253.182.114
carlos.smith.org -> 222.93.123.201
idea-ml.com -> 11.184.3.198,8.54.113.86
northchristina.biz -> 217.226.22.132,118.219.32.148
katherine896.com -> 87.248.49.240,22.118.225.108,107.69.41.140
qualityapi.edu -> 92.102.2.149
single-association.com -> 212.75.234.85,124.40.142.220,14.163.103.66
karenburyarea.net -> 168.169.156.65,45.44.28.227,5.252.152.168
hortonwalkerandsalas.org -> 16.49.128.98
kaneinc.com -> 200.53.91.128,137.14.220.64,205.1.38.32
benefit-foundation.com -> 107.69.28.249,113.64.41.110
hardycollins.com -> 183.214.108.223
thompsonburyonline.net -> 60.176.121.163
institute-prove.com -> 103.236.184.3,87.3.99.243
grayfortlocal.net -> 29.222.169.157
association-soon.com -> 111.182.70.101
againcenter.com -> 189.173.61.17,169.166.109.252
medinatranandthompso.com -> 51.147.0.125,28.1.52.11
jonesberg-city.org -> 182.67.77.174,107.8.181.20,87.243.215.8
sullivanperry.com -> 55.225.155.35,51.179.44.42,132.143.26.138
dyerriddle.com -> 74.100.37.48,99.125.137.198,202.178.120.231
mr-foundation.com -> 151.144.69.29
heather.curtis.com -> 215.229.183.242,112.141.87.207
society-will.com -> 160.115.188.164
savesociety.net -> 137.118.239.163
jose.gibson.edu -> 144.70.65.86,114.149.52.234
society-actually.com -> 69.232.86.152,152.153.39.58
society-information.org -> 133.36.109.71,11.5.107.135
martinchester-region.com -> 122.106.242.23
monthinstitute.com -> 195.135.249.188
peace-foundation.com -> 58.87.205.63,178.216.13.29
daniel.armstrong.net -> 162.72.141.238
joseph.clark.com -> 185.219.245.66
according-association.com -> 197.247.134.77
aaronjones.org -> 154.173.139.111,155.148.173.156,109.254.146.117
taylor460.biz -> 19.135.18.93,22.205.102.174
harrisltd.info -> 97.136.250.234,123.69.52.243
softlet.info -> 134.253.14.231,213.80.231.192,69.124.57.122
hill994.biz -> 47.6.163.56
meansociety.biz -> 19.57.212.24,81.7.119.140,176.59.51.102
northjasontownlocal.net -> 49.3.116.39,207.201.45.190,189.190.21.135
foundation-great.com -> 53.244.251.24
lisastad-online.com -> 152.56.74.92,150.201.46.213
morgandrake.com -> 89.183.58.101,180.113.144.226
anthony.martinez.net -> 11.250.2.154,62.105.170.220,11.1.200.16
little86.edu -> 206.147.212.251,87.13.155.215
montesltd.biz -> 60.111.131.28
eastdigital.info -> 153.156.78.119
jocelyn734.com -> 62.120.200.11
reasoncenter.com -> 211.54.238.235,185.103.83.80
lakedouglas.net -> 8.130.7.212,69.146.225.124
soft-fish.com -> 175.188.3.60,111.35.253.133,202.246.222.203
api-recognize.com -> 5.242.100.161,101.45.202.1
grahamltd.com -> 84.229.99.151
mirandabury.info -> 191.61.222.88,200.126.13.110
reducedev.com -> 95.124.64.176,85.76.157.12,210.17.192.149
code-quickly.net -> 56.108.246.60,155.247.48.134,163.147.170.10
jonathon205.com -> 85.198.116.249,182.5.96.128
sizeassociation.com -> 206.241.32.28,84.14.74.163
stephanieray.com -> 67.245.236.60
performance-dev.com -> 7.26.236.10,192.116.117.7
kelsey-salinas.com -> 205.2.173.111,11.141.228.79,64.150.139.117
stewartportcity.com -> 175.255.168.68,137.111.106.197
society-plant.edu -> 34.50.176.152
kyleville-online.com -> 125.233.194.243
society-program.com -> 175.245.207.241
filmcenter.org -> 152.27.254.133,85.82.61.132,107.94.171.211
michaelwalkerandfitz.com -> 213.186.136.161,220.137.176.165
joycehopkins.com -> 168.11.10.172,6.179.4.23,62.76.138.46
todd97.net -> 50.29.83.69,126.99.227.31
schoolcenter.org -> 220.153.200.177,84.178.227.218
glennbrownandmichael.com -> 42.121.248.93
ramos141.com -> 20.162.99.154,101.100.44.230,176.74.208.68
digitalhigh.com -> 179.67.40.28
hinton193.org -> 110.213.114.105,138.196.42.8,211.18.210.176
terriburgharea.org -> 204.240.83.138,192.117.169.192,137.130.36.181
sharpsanchezandwilso.com -> 51.95.68.60,139.10.6.239,152.6.22.197
esparzalambertanddav.edu -> 28.58.43.182,125.199.205.22,39.174.22.24
but-digital.org -> 95.79.90.220
put-ai.com -> 142.101.85.242
matthewsplc.com -> 19.6.148.129,162.229.197.138,59.193.7.29
kenneth-martinez.com -> 43.213.60.57
hesssmith.com -> 3.244.73.237,71.241.20.92,182.163.139.13
merrittwhiteandgeorg.com -> 111.39.221.168,161.247.254.91,77.50.222.230
techread.com -> 108.27.176.224,169.8.246.27,71.251.93.128
michaelside.com -> 104.0.89.185,112.189.24.212,201.44.112.55
fergusontaylorandhen.com -> 54.137.22.71,141.110.2.171
garciaweissandyoung.net -> 98.101.205.243,214.227.6.62,202.110.156.202
brittany.ramirez.com -> 189.129.37.161
piercellc.com -> 42.115.211.28,37.84.8.228
youassociation.com -> 123.103.26.107,205.37.93.21,4.144.128.188
wandaboroughlocal.org -> 181.63.215.66
underwoodmouthonline.com -> 199.222.4.96
institute-hundred.com -> 79.215.0.138,71.249.203.72
amanda943.com -> 53.20.49.135,151.56.111.48
whereml.com -> 49.124.250.41
cyberchild.com -> 215.57.120.131,124.100.76.46
hugefoundation.com -> 192.163.142.60
center-human.net -> 200.126.119.179
dev-continue.com -> 12.231.160.129,159.85.233.71
beyond-society.org -> 12.131.14.255
okapp.gov -> 124.101.113.152,213.118.195.73,56.238.155.15
course-institute.biz -> 57.197.9.202,20.21.18.76
smithpalmer.com -> 106.5.154.212,81.28.150.173
sellersltd.com -> 193.127.139.143
mannburghonline.info -> 27.83.250.198,164.150.208.54,125.182.8.12
davidkeithandcervant.com -> 37.144.118.88
stacey610.com -> 37.196.221.10,132.232.138.160,178.255.11.235
company-web.net -> 133.105.215.182,191.197.110.121,160.43.206.46
digital-language.org -> 136.187.62.28,19.253.121.53,44.43.249.132
whether-data.com -> 172.14.238.49,187.10.188.148
gambleltd.com -> 200.43.95.93,138.201.59.216
emilymacias.edu -> 11.153.225.130,109.223.112.204
palmerinc.biz -> 56.67.22.183
conferenceinstitute.org -> 39.63.55.192
sloanwright.org -> 4.241.99.106,62.235.131.206
soft-finally.com -> 120.4.147.107,188.152.140.16
director-data.com -> 209.34.60.66,207.231.248.63,64.96.133.19
murphystad.biz -> 86.97.215.31
dev-voice.com -> 188.221.189.230,38.124.81.115,22.82.72.183
becomecloud.com -> 63.49.194.197,80.2.53.54
drawinstitute.com -> 27.250.87.216
firmcloud.org -> 43.168.222.222,6.39.230.2
southdianamoutharea.com -> 109.168.232.240,176.47.152.233
michael519.com -> 102.194.29.222,40.142.55.241
indicate-ai.net -> 53.50.154.37
martinandsons.com -> 201.16.45.198
center-by.org -> 63.183.97.32,162.9.248.57,57.151.145.159
more-society.com -> 188.113.114.110,70.231.127.198,162.4.154.40
clearlydigital.org -> 32.223.159.216
speak-association.info -> 131.84.158.226
resourcefoundation.com -> 175.111.244.58,193.4.28.92
castillocampbell.com -> 91.115.242.214,114.112.159.91,181.250.194.83
westkatie-area.com -> 215.234.83.181,155.119.87.0
southjasmine-online.com -> 162.230.37.166
portbrittany-online.com -> 142.174.59.15,89.174.159.148
society-american.edu -> 124.196.202.38,207.105.17.137
andres-gonzalez.biz -> 220.43.217.80
warrengraves.edu -> 192.110.49.144,62.171.34.130
ask-center.com -> 8.211.148.181,49.59.83.245
michaelhahn.net -> 183.231.42.197,35.11.41.254
northaaron-city.com -> 148.149.190.74,100.248.216.205,126.51.151.9
cyberlawyer.com -> 99.238.39.137
himselfassociation.com -> 39.35.72.237,64.223.212.209
felicia-townsend.org -> 87.19.142.192,187.144.119.49
johnview.org -> 101.196.162.30,70.206.177.83
david.newton.org -> 76.48.16.106,99.144.239.193,210.101.105.230
web-year.info -> 6.190.65.74,62.89.68.184
fergusonandsons.com -> 76.68.236.78
robert-dawson.edu -> 219.29.103.203,222.89.247.97
lovebartlettandjones.org -> 33.102.101.253,108.98.233.175,136.64.117.102
center-figure.com -> 67.228.9.245,163.11.5.160
joysanders.com -> 132.204.144.27
companysociety.org -> 28.74.245.211,3.143.156.226
lawsonclark.com -> 77.240.143.201
hortonsuarezandgibbs.com -> 24.72.95.139,46.25.253.139,49.47.88.19
eastjeffreysidelocal.edu -> 112.160.29.139,145.198.195.49,216.167.102.254
tvsoft.com -> 163.251.239.227,196.215.3.0,8.5.187.247
rangeassociation.edu -> 55.159.128.57,48.230.0.99,189.17.37.21
waterdigital.com -> 148.198.210.118,196.10.168.113,173.193.21.168
ramirez115.net -> 120.32.7.18,4.217.254.165,188.57.48.43
mollysidearea.com -> 103.196.204.29,116.76.250.107,103.148.244.92
eric-hall.com -> 187.203.230.33,111.170.3.32
softbetter.info -> 30.179.82.228
ochoaandsons.com -> 99.236.148.230,205.113.121.9,129.88.214.204
force-cyber.edu -> 106.215.255.226
mcdanielboroughcity.info -> 68.156.114.28
cloudlast.biz -> 118.112.168.88,72.201.97.109,176.96.146.86
carrie-gray.edu -> 64.222.9.118
eastjohnlandonline.org -> 120.27.164.67,160.38.124.152,202.54.114.14
amy260.com -> 169.21.192.71,103.235.244.164,190.55.235.146
foundation-team.edu -> 109.78.223.183,23.205.72.62,81.30.2.112
tech-product.info -> 4.43.111.12,172.210.144.213,4.210.14.43
much-foundation.com -> 221.74.3.22,78.91.35.222,91.86.47.216
paul-gomez.gov -> 56.159.164.120,135.49.180.34,19.134.59.55
doorsoft.com -> 82.9.62.188
cloud-heavy.info -> 85.91.191.57
bysys.edu -> 37.109.111.9,212.213.213.229
southalyssa-online.com -> 155.55.52.239,108.211.52.135
michaelville-city.org -> 125.255.59.152,144.252.84.93,161.56.207.55
kristina.hensley.com -> 192.210.195.110
center-front.com -> 111.37.170.16
briggsvillelocal.org -> 145.210.141.157,109.43.58.13,199.93.30.94
speaksociety.gov -> 52.111.171.112
troy-olson.net -> 195.85.119.227
digitalcertainly.com -> 163.239.61.91
barnesfort.info -> 7.240.217.1,11.174.140.143,58.255.112.98
lakechristopher.biz -> 45.2.136.181
smith411.com -> 2.136.204.132
brownllc.biz -> 40.235.25.57
stevenside.net -> 195.175.46.205,115.151.232.191
sys-arrive.com -> 179.192.101.76,203.82.80.85
nicholas-johnson.com -> 195.124.154.202,70.200.221.116
elizabeth.jones.org -> 173.67.240.79,87.96.41.78,79.174.212.159
ballinstitute.com -> 90.167.218.30,106.235.53.246,20.123.204.255
roserushandharrison.com -> 190.53.8.49
westdanielton.com -> 209.7.30.165,139.27.240.33
mostdev.com -> 110.87.157.194,175.162.102.53,3.8.63.102
mlwide.net -> 147.150.15.119,155.29.105.217
westteresa.com -> 188.208.24.188
presentinstitute.info -> 89.27.75.140,96.158.31.224,167.126.182.216
edwardsfurt.com -> 173.81.143.111,87.198.76.56
society-radio.com -> 49.70.92.177,68.250.208.214,53.120.94.32
eastjuliansideonline.com -> 77.143.238.186
digital-picture.com -> 83.200.159.190
newjames.com -> 205.236.52.214
joseph-davila.net -> 1.247.181.140,84.34.21.96,83.192.46.154
center-across.edu -> 192.73.9.112,202.99.199.204,57.0.68.99
terriville-city.gov -> 38.118.212.207
softmorning.org -> 162.103.42.32,88.116.132.198,17.50.114.223
techfill.com -> 111.104.226.18
mcclureinc.com -> 200.237.32.180
usuallycyber.biz -> 114.64.249.42,181.39.76.23,199.174.205.252
floydmorgan.com -> 59.147.227.168,88.206.255.255,113.51.49.103
newcourtney-region.com -> 16.122.103.32,83.207.138.139,4.178.132.248
victorgibson.com -> 108.186.207.164
evan-ramirez.org -> 37.181.238.149,93.124.200.114
jonathankennedy.com -> 123.137.79.23,136.253.22.111
devyard.net -> 95.63.162.172,82.88.16.172
institutionfoundation.org -> 40.65.71.24,26.9.98.25
hourdigital.edu -> 90.113.198.59
